Name,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA
La Piccola Perla,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",83.0,4.5,$,2112.0,"[['Amazing food, great atmosphere and good va...', '50th birthday.'], ['01/09/2018', '01/09/2018']]",/Restaurant_Review-g274707-d3222073-Reviews-La_Piccola_Perla-Prague_Bohemia.html
San Carlo Dittrichova,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",84.0,4.5,$$ - $$$,722.0,"[['Really tasty pizza', 'Splendid real Italian food and low prices'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274707-d7938899-Reviews-San_Carlo_Dittrichova-Prague_Bohemia.html
Pivovarsky klub,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",85.0,4.5,$$ - $$$,825.0,"[['Far better than I hoped', 'Great beer selection and Czech comfort foo...'], ['12/26/2017', '12/23/2017']]",/Restaurant_Review-g274707-d2045611-Reviews-Pivovarsky_klub-Prague_Bohemia.html
Restaurant Ungelt,"['French', 'Vegetarian Friendly', 'Gluten Free Options']",86.0,4.5,$$$$,166.0,"[['Superb dining', 'Nice food in the city centre'], ['01/04/2018', '12/31/2017']]",/Restaurant_Review-g274707-d694876-Reviews-Restaurant_Ungelt-Prague_Bohemia.html
Kantyna,"['Steakhouse', 'European', 'Grill', 'Czech', 'Barbecue', 'Central European', 'Gluten Free Options']",87.0,4.5,$$ - $$$,156.0,"[[""Purest rave. Best meat I've ever eaten."", 'Absolutely fabulous!'], ['01/07/2018', '01/04/2018']]",/Restaurant_Review-g274707-d12387607-Reviews-Kantyna-Prague_Bohemia.html
Hergetova Cihelna,"['International', 'European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",88.0,4.5,$$$$,1227.0,"[['Great food, service, view, location...', 'New Years Day Birthday meal'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g274707-d694819-Reviews-Hergetova_Cihelna-Prague_Bohemia.html
"Jo""s Bar & Restaurant","['Czech', 'American', 'Bar', 'European', 'Grill', 'Vegetarian Friendly']",89.0,4.5,$$ - $$$,387.0,"[['Tasty; a good pit stop.', 'Wonderful cocktails and food'], ['01/06/2018', '01/03/2018']]",/Restaurant_Review-g274707-d3943942-Reviews-Jo_s_Bar_Restaurant-Prague_Bohemia.html
Brasileiro U Radnice,"['Steakhouse', 'Brazilian', 'Barbecue', 'South American', 'Gluten Free Options']",90.0,4.5,$$ - $$$,1430.0,"[['Different', 'Brazilian all you can eat'], ['01/02/2018', '12/23/2017']]",/Restaurant_Review-g274707-d804186-Reviews-Brasileiro_U_Radnice-Prague_Bohemia.html
Tri Stoleti,"['European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",91.0,4.5,$$ - $$$,1472.0,"[['Excellent New Year´s Eve dinner!', 'Delicious and filling meal'], ['01/03/2018', '01/01/2018']]",/Restaurant_Review-g274707-d1223107-Reviews-Tri_Stoleti-Prague_Bohemia.html
La Casa de la Havana vieja,,92.0,5.0,,276.0,"[['Satisfaction', 'Nice place for rum cocktails'], ['12/07/2017', '11/18/2017']]",/Restaurant_Review-g274707-d4313849-Reviews-La_Casa_de_la_Havana_vieja-Prague_Bohemia.html
Restaurace MINCOVNA,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",93.0,4.5,$$ - $$$,1778.0,"[['Very good service', 'Ideal spot in old town, great local buzz'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274707-d7028223-Reviews-Restaurace_MINCOVNA-Prague_Bohemia.html
IL PALAZZO,"['European', 'Italian', 'Mediterranean', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",94.0,4.5,$$ - $$$,567.0,"[['Loved it', 'Italian Treasure'], ['11/20/2017', '11/03/2017']]",/Restaurant_Review-g274707-d8621292-Reviews-IL_PALAZZO-Prague_Bohemia.html
The Irish Times Bar,"['Irish', 'Bar', 'International', 'European', 'British', 'Pub', 'Vegetarian Friendly']",95.0,4.5,$$ - $$$,544.0,"[['Great irish pub', 'Xmas 2017'], ['01/09/2018', '01/06/2018']]",/Restaurant_Review-g274707-d7835603-Reviews-The_Irish_Times_Bar-Prague_Bohemia.html
La Degustation Boheme Bourgeoise,"['European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",96.0,4.5,$$$$,1121.0,"[['Great food and service', 'Innovative cuisine'], ['01/01/2018', '12/31/2017']]",/Restaurant_Review-g274707-d1096547-Reviews-La_Degustation_Boheme_Bourgeoise-Prague_Bohemia.html
Pasta Fresca,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",97.0,4.5,$$ - $$$,3740.0,"[['Delicious', 'Really nice'], ['01/03/2018', '12/31/2017']]",/Restaurant_Review-g274707-d1095970-Reviews-Pasta_Fresca-Prague_Bohemia.html
Next Door by Imperial,"['Czech', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",98.0,4.5,$$ - $$$,398.0,"[['Excellent service', 'Absolutely fabulous'], ['01/07/2018', '01/04/2018']]",/Restaurant_Review-g274707-d11538614-Reviews-Next_Door_by_Imperial-Prague_Bohemia.html
Restaurace Stoleti,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",99.0,4.5,$$ - $$$,1168.0,"[['Probably the best meal we had in Prague', 'Amazing deserts and coffee :)'], ['01/08/2018', '01/07/2018']]",/Restaurant_Review-g274707-d1091082-Reviews-Restaurace_Stoleti-Prague_Bohemia.html
Nuance Restaurant,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",100.0,4.5,$$ - $$$,471.0,"[['Fantastic dinner!', 'Excellent place'], ['12/30/2017', '12/29/2017']]",/Restaurant_Review-g274707-d1503920-Reviews-Nuance_Restaurant-Prague_Bohemia.html
Hostinec U Vodoucha,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",101.0,4.5,$,346.0,"[['Great Food Decent Prices', 'Good food - nice price'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g274707-d3859077-Reviews-Hostinec_U_Vodoucha-Prague_Bohemia.html
Sarah Bernhardt Restaurant,"['French', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",102.0,4.5,$$$$,604.0,"[['A fine dining experience', 'Impressive decor, attentive wait staff'], ['12/27/2017', '12/21/2017']]",/Restaurant_Review-g274707-d694877-Reviews-Sarah_Bernhardt_Restaurant-Prague_Bohemia.html
Cantina,"['Mexican', 'Southwestern', 'Latin', 'Central American', 'Vegetarian Friendly', 'Vegan Options']",103.0,4.5,$$ - $$$,993.0,"[['Fantastic steak San Miquel', 'Best Mexican in Prague'], ['01/01/2018', '12/27/2017']]",/Restaurant_Review-g274707-d694910-Reviews-Cantina-Prague_Bohemia.html
Villa Richter,"['European', 'Czech', 'Eastern European', 'Central European', 'International', 'Vegetarian Friendly']",104.0,4.5,$$ - $$$,611.0,"[['Wonderful', 'Among the best in Prague, on the way down...'], ['01/03/2018', '12/28/2017']]",/Restaurant_Review-g274707-d1197544-Reviews-Villa_Richter-Prague_Bohemia.html
Potrefena Husa Hybernska,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",105.0,4.5,$$ - $$$,1248.0,"[['Fantastic food great prices', 'Potrefena Husa never dissapoints you'], ['01/06/2018', '01/02/2018']]",/Restaurant_Review-g274707-d3453307-Reviews-Potrefena_Husa_Hybernska-Prague_Bohemia.html
GamberoRosso,"['Healthy', 'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",106.0,4.5,$$ - $$$,550.0,"[['Friday night dinner', 'Loved it!'], ['01/05/2018', '01/04/2018']]",/Restaurant_Review-g274707-d7359099-Reviews-GamberoRosso-Prague_Bohemia.html
SaSaZu,"['Asian', 'Thai', 'Vietnamese', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",107.0,4.5,$$$$,1241.0,"[['Do not miss it, perfect!', 'Great take on the Asian kitchen'], ['01/03/2018', '01/03/2018']]",/Restaurant_Review-g274707-d1507464-Reviews-SaSaZu-Prague_Bohemia.html
BUTCHER'S Grill & Pasta,"['Italian', 'American', 'Steakhouse', 'Barbecue', 'European', 'Gluten Free Options']",108.0,4.5,$$ - $$$,1124.0,"[['Excellent food, good service!', 'Great place for steaks'], ['01/02/2018', '12/26/2017']]",/Restaurant_Review-g274707-d6380332-Reviews-BUTCHER_S_Grill_Pasta-Prague_Bohemia.html
Smichovske vidlicky a noze,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",109.0,4.5,$$ - $$$,631.0,"[['Enjoyable meal, shame it closed for refurb...', 'Very nice place with great meals!'], ['01/01/2018', '12/06/2017']]",/Restaurant_Review-g274707-d2469081-Reviews-Smichovske_vidlicky_a_noze-Prague_Bohemia.html
Pizzeria Restaurant Corto,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",110.0,4.5,$$ - $$$,789.0,"[['Great lunch, friendly people', 'Lunch and a couple of drinks'], ['01/09/2018', '01/09/2018']]",/Restaurant_Review-g274707-d4130885-Reviews-Pizzeria_Restaurant_Corto-Prague_Bohemia.html
Gran Fierro,"['Steakhouse', 'Argentinean', 'International', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",111.0,4.5,$$ - $$$,346.0,"[['Amazing food & great service', 'Wonderful dinner'], ['01/05/2018', '01/05/2018']]",/Restaurant_Review-g274707-d7359075-Reviews-Gran_Fierro-Prague_Bohemia.html
Pivovar U Dobrenskych,"['Brew Pub', 'European', 'Pub', 'Czech', 'Bar', 'Eastern European', 'Central European']",112.0,4.5,$$ - $$$,335.0,"[['Excellent beer', 'Excellent'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g274707-d8365419-Reviews-Pivovar_U_Dobrenskych-Prague_Bohemia.html
Pepe Nero,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",113.0,4.5,$$ - $$$,759.0,"[['Excellent pizza out of tourist area', 'Excellent'], ['12/27/2017', '11/29/2017']]",/Restaurant_Review-g274707-d1981701-Reviews-Pepe_Nero-Prague_Bohemia.html
Becketts Irish Pub and Restaurant,"['Irish', 'Bar', 'European', 'British', 'Pub', 'Gastropub', 'Vegetarian Friendly', 'Gluten Free Options']",114.0,4.5,$$ - $$$,158.0,"[['Great food , beer and nice atmosphere', 'Very good fish and chips'], ['12/31/2017', '12/30/2017']]",/Restaurant_Review-g274707-d10200806-Reviews-Becketts_Irish_Pub_and_Restaurant-Prague_Bohemia.html
Ristorante Carmelita Pizzeria,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",115.0,4.5,$$ - $$$,1119.0,"[['Yum!', 'Very good'], ['01/09/2018', '01/06/2018']]",/Restaurant_Review-g274707-d1173546-Reviews-Ristorante_Carmelita_Pizzeria-Prague_Bohemia.html
U Zlateho Hada,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",116.0,4.5,$$ - $$$,636.0,"[['Dinner in the city', 'Authentic Czech Food'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g274707-d1581840-Reviews-U_Zlateho_Hada-Prague_Bohemia.html
Potrefena Husa Na Verandach,"['European', 'Czech', 'Bar', 'Pub', 'Eastern European', 'Central European', 'Brew Pub', 'Vegetarian Friendly']",117.0,4.5,$$ - $$$,683.0,"[['Dinner in Potrefena Husa Na Verandach', 'Great food and service'], ['01/07/2018', '01/01/2018']]",/Restaurant_Review-g274707-d1051231-Reviews-Potrefena_Husa_Na_Verandach-Prague_Bohemia.html
Golden Tikka,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",118.0,4.5,$$ - $$$,480.0,"[['Indian home in Prague', 'one of the best indian food I have had!'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274707-d5048749-Reviews-Golden_Tikka-Prague_Bohemia.html
Kotleta,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",119.0,4.5,$$ - $$$,1368.0,"[['Best place in Prague', 'the best'], ['01/08/2018', '01/04/2018']]",/Restaurant_Review-g274707-d3700883-Reviews-Kotleta-Prague_Bohemia.html
Indian By Nature II,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",120.0,5.0,$$ - $$$,139.0,"[['Superb Indian Cuisine', 'Best Indian food'], ['01/07/2018', '01/04/2018']]",/Restaurant_Review-g274707-d8274228-Reviews-Indian_By_Nature_II-Prague_Bohemia.html
Casserol,"['European', 'Czech', 'Eastern European', 'Central European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",121.0,4.5,$$ - $$$,1330.0,"[['Excellent venue and food', 'Superb cuisine and atmosphere'], ['01/07/2018', '12/21/2017']]",/Restaurant_Review-g274707-d6840863-Reviews-Casserol-Prague_Bohemia.html
Tavern U Krale Brabantskeho,"['Bar', 'European', 'Pub', 'Czech', 'Central European', 'Vegetarian Friendly']",122.0,4.5,$$ - $$$,966.0,"[['Must visit place!!!', 'Crazy fun medieval show in an underground...'], ['01/07/2018', '01/04/2018']]",/Restaurant_Review-g274707-d4154273-Reviews-Tavern_U_Krale_Brabantskeho-Prague_Bohemia.html
BARFuD,"['American', 'Bar', 'Pub', 'Brew Pub']",123.0,4.5,$,310.0,"[['Great Place!', 'Friendly'], ['12/28/2017', '12/23/2017']]",/Restaurant_Review-g274707-d7813330-Reviews-BARFuD-Prague_Bohemia.html
U Mlynare,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'International', 'Vegetarian Friendly']",124.0,4.5,$$ - $$$,996.0,"[['Food', 'Lovely food'], ['01/01/2018', '01/01/2018']]",/Restaurant_Review-g274707-d1516958-Reviews-U_Mlynare-Prague_Bohemia.html
U Cerveneho Kola,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",125.0,4.5,$$ - $$$,531.0,"[['Very good!', 'Great meal and cosy atmosphere'], ['01/07/2018', '01/06/2018']]",/Restaurant_Review-g274707-d1308836-Reviews-U_Cerveneho_Kola-Prague_Bohemia.html
Kamparium,"['Steakhouse', 'Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",126.0,4.5,$$ - $$$,323.0,"[['super location, friendly staff and excelle...', 'Ambiance Overflows'], ['12/24/2017', '12/23/2017']]",/Restaurant_Review-g274707-d8145227-Reviews-Kamparium-Prague_Bohemia.html
Husinec,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",127.0,4.5,$$ - $$$,537.0,"[['Lovely resturant and staff', 'Good food and nice ambience.'], ['12/18/2017', '12/15/2017']]",/Restaurant_Review-g274707-d7993810-Reviews-Husinec-Prague_Bohemia.html
Rocky O'Reillys,"['Irish', 'Bar', 'European', 'Pub', 'International', 'Vegetarian Friendly']",128.0,4.5,$$ - $$$,737.0,"[['Nice place, but expensive!', 'Nice Ambiance'], ['01/08/2018', '01/04/2018']]",/Restaurant_Review-g274707-d2318194-Reviews-Rocky_O_Reillys-Prague_Bohemia.html
Gin & Tonic Club,['Vegetarian Friendly'],129.0,5.0,$$ - $$$,108.0,"[['Unforgetable expirience', 'A gem'], ['01/09/2018', '01/01/2018']]",/Restaurant_Review-g274707-d12692059-Reviews-Gin_Tonic_Club-Prague_Bohemia.html
Lavande Restaurant,"['European', 'Central European', 'Fusion', 'Healthy', 'Vegetarian Friendly', 'Gluten Free Options']",130.0,4.5,$$ - $$$,366.0,"[['Amazing Restaurant, Great Staff, Delicious...', 'High End Food at Mid Range Price'], ['01/02/2018', '12/31/2017']]",/Restaurant_Review-g274707-d7358831-Reviews-Lavande_Restaurant-Prague_Bohemia.html
Malostranska Beseda,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",131.0,4.5,$$ - $$$,1030.0,"[['Authentic Czech Food', 'Great local food and beer on the way to up...'], ['12/11/2017', '12/10/2017']]",/Restaurant_Review-g274707-d1092815-Reviews-Malostranska_Beseda-Prague_Bohemia.html
Pizzeria Kmotra,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",132.0,4.5,$,864.0,"[['Italian summer warmth in grilled vegetable...', 'Good pizza, freshly made: fair price'], ['01/08/2018', '01/02/2018']]",/Restaurant_Review-g274707-d787829-Reviews-Pizzeria_Kmotra-Prague_Bohemia.html
RED Pif,"['European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",133.0,4.5,$$ - $$$,381.0,"[['Fantastic', 'Lovely food and Stunning Czech wines'], ['12/22/2017', '11/21/2017']]",/Restaurant_Review-g274707-d2253219-Reviews-RED_Pif-Prague_Bohemia.html
Restaurant Bredovsky Dvur,"['Eastern European', 'Central European']",134.0,4.5,$,1659.0,"[['Good value Czech food and beer', 'Good food'], ['12/31/2017', '12/29/2017']]",/Restaurant_Review-g274707-d787784-Reviews-Restaurant_Bredovsky_Dvur-Prague_Bohemia.html
Luka Lu,"['Mediterranean', 'European', 'Czech', 'Eastern European', 'Croatian', 'Central European', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",135.0,4.5,$$ - $$$,780.0,"[['Great food, great service, great atmospher...', 'Quirky, amazing food, friendly service'], ['01/05/2018', '01/01/2018']]",/Restaurant_Review-g274707-d1095895-Reviews-Luka_Lu-Prague_Bohemia.html
Ginger & Fred,"['European', 'Central European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",136.0,4.5,$$$$,605.0,"[['Amazing experience', 'Excellent service, quite good food, tired...'], ['01/06/2018', '01/02/2018']]",/Restaurant_Review-g274707-d6704519-Reviews-Ginger_Fred-Prague_Bohemia.html
GastroBar 1402 Praha,"['Bar', 'European', 'Pub', 'Czech', 'Central European', 'Vegetarian Friendly']",137.0,4.5,$,233.0,"[['For a Tues evening ... Excellent!', 'Cool place'], ['01/09/2018', '01/08/2018']]",/Restaurant_Review-g274707-d12408104-Reviews-GastroBar_1402_Praha-Prague_Bohemia.html
CzecHouse Grill & Rotisserie,"['European', 'Czech', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",138.0,4.5,$$$$,370.0,"[['great restaurant', 'Great hotel restaurant!'], ['11/12/2017', '11/06/2017']]",/Restaurant_Review-g274707-d1095872-Reviews-CzecHouse_Grill_Rotisserie-Prague_Bohemia.html
Restaurant Pepr a Sul,"['European', 'Czech', 'Central European', 'International', 'Vegetarian Friendly']",139.0,5.0,$$ - $$$,105.0,"[['My very favorite outside of the center', 'Agood meal in nice surroundings'], ['01/03/2018', '12/06/2017']]",/Restaurant_Review-g274707-d10226588-Reviews-Restaurant_Pepr_a_Sul-Prague_Bohemia.html
Kogo Havelska,"['Mediterranean', 'Italian', 'Seafood', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",140.0,4.5,$$ - $$$,398.0,"[['Busy, good food', 'Delicious and Reasonable Price'], ['01/05/2018', '01/01/2018']]",/Restaurant_Review-g274707-d1517086-Reviews-Kogo_Havelska-Prague_Bohemia.html
U Tri Ruzi,"['Bar', 'Pub', 'Czech', 'Eastern European', 'Central European']",141.0,4.5,$$ - $$$,3837.0,"[['Fab beer, fab food, fab staff!', 'Good'], ['01/10/2018', '01/09/2018']]",/Restaurant_Review-g274707-d3218397-Reviews-U_Tri_Ruzi-Prague_Bohemia.html
Grand Cru Restaurant and Bar,"['French', 'European', 'Wine Bar', 'Central European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",142.0,4.5,$$$$,360.0,"[['Grilled siven + prawns', 'Amazing Food & Amazing Service'], ['01/08/2018', '01/06/2018']]",/Restaurant_Review-g274707-d1504569-Reviews-Grand_Cru_Restaurant_and_Bar-Prague_Bohemia.html
U Parlamentu,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",143.0,4.5,$,1794.0,"[['Just Great!', 'Unexpected Delight'], ['01/06/2018', '01/02/2018']]",/Restaurant_Review-g274707-d1734015-Reviews-U_Parlamentu-Prague_Bohemia.html
Restaurace Mlejnice,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",144.0,4.5,$$ - $$$,3302.0,"[['Lovely food', 'Worth a return visit'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g274707-d1036359-Reviews-Restaurace_Mlejnice-Prague_Bohemia.html
Ferdinanda,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European']",145.0,4.5,$,901.0,"[['Great none tourist like place', 'Martin'], ['12/31/2017', '12/22/2017']]",/Restaurant_Review-g274707-d2289677-Reviews-Ferdinanda-Prague_Bohemia.html
Augustine Restaurant,"['European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",146.0,4.5,$$$$,226.0,"[['Breakfast is wonderful', 'Nice place to go'], ['12/30/2017', '12/10/2017']]",/Restaurant_Review-g274707-d4234267-Reviews-Augustine_Restaurant-Prague_Bohemia.html
